tanggal,tahun,bulan,h2_ppb,ch4_ppb,co2_ppm,co_ppb,delta_h2,target_h2_delta,delta_co,delta_ch4,delta_co2,rasio_h2_co,h2_lag1,h2_lag2,sin_bulan,cos_bulan
2015-10-01,2015,10,566.2233333333334,1869.2333333333333,398.08333333333337,185.89666666666668,3.876666666666665,3.876666666666665,-10.676666666666648,1.2266666666666879,1.636666666666713,-0.36309709647205796,562.3466666666667,558.47,-0.8660254037844386,0.5000000000000001
2015-11-01,2015,11,570.1,1870.46,399.72,175.22,3.876666666666665,3.876666666666665,-10.676666666666677,1.2266666666666879,1.636666666666656,-0.36309709647205696,566.2233333333334,562.3466666666667,-0.5000000000000004,0.8660254037844384
2015-12-01,2015,12,555.91,1879.09,397.89,129.68,-14.190000000000055,-14.190000000000055,-45.53999999999999,8.629999999999882,-1.830000000000041,0.311594202898552,570.1,566.2233333333334,-2.4492935982947064e-16,1.0
2016-01-01,2016,1,555.29,1914.93,402.47,149.73,-0.6200000000000045,-0.6200000000000045,20.049999999999983,35.840000000000146,4.580000000000041,-0.03092269326683317,555.91,570.1,0.49999999999999994,0.8660254037844387
2016-02-01,2016,2,560.38,1917.11,402.0,176.69,5.090000000000032,5.090000000000032,26.960000000000008,2.1799999999998363,-0.4700000000000273,0.18879821958457085,555.29,555.91,0.8660254037844386,0.5000000000000001
2016-03-01,2016,3,564.35,1885.13,399.78,166.47,3.9700000000000273,3.9700000000000273,-10.219999999999999,-31.97999999999979,-2.2200000000000273,-0.3884540117416857,560.38,555.29,1.0,6.123233995736766e-17
2016-04-01,2016,4,565.96,1877.5,401.84,147.85,1.6100000000000136,1.6100000000000136,-18.620000000000005,-7.630000000000109,2.0600000000000023,-0.08646616541353455,564.35,560.38,0.8660254037844387,-0.4999999999999998
2016-05-01,2016,5,559.44,1870.23,402.32,127.7,-6.519999999999982,-6.519999999999982,-20.14999999999999,-7.269999999999982,0.4800000000000182,0.32357320099255504,565.96,564.35,0.49999999999999994,-0.8660254037844387
2016-06-01,2016,6,552.85,1842.8,399.06,96.18,-6.590000000000032,-6.590000000000032,-31.519999999999996,-27.430000000000064,-3.259999999999991,0.20907360406091474,559.44,565.96,1.2246467991473532e-16,-1.0
2016-07-01,2016,7,554.16,1834.71,397.39,86.95,1.3099999999999454,1.3099999999999454,-9.230000000000004,-8.089999999999918,-1.670000000000016,-0.14192849404116412,552.85,559.44,-0.4999999999999997,-0.8660254037844388
2016-08-01,2016,8,555.67,1840.61,396.42,91.4,1.509999999999991,1.509999999999991,4.450000000000003,5.899999999999864,-0.9699999999999704,0.33932584269662697,554.16,552.85,-0.8660254037844385,-0.5000000000000004
2016-09-01,2016,9,554.8,1835.84,396.26,84.93,-0.8700000000000045,-0.8700000000000045,-6.469999999999999,-4.769999999999982,-0.160000000000025,0.13446676970633767,555.67,554.16,-1.0,-1.8369701987210297e-16
2016-10-01,2016,10,556.67,1836.63,397.52,83.31,1.8700000000000045,1.8700000000000045,-1.6200000000000045,0.790000000000191,1.259999999999991,-1.1543209876543206,554.8,555.67,-0.8660254037844386,0.5000000000000001
2016-11-01,2016,11,560.0,1854.16,399.56,92.32,3.330000000000041,3.330000000000041,9.009999999999991,17.529999999999973,2.0400000000000205,0.369589345172036,556.67,554.8,-0.5000000000000004,0.8660254037844384
2016-12-01,2016,12,559.49,1885.03,398.63,104.01,-0.5099999999999909,-0.5099999999999909,11.690000000000012,30.86999999999989,-0.9300000000000068,-0.043627031650982924,560.0,556.67,-2.4492935982947064e-16,1.0
2017-01-01,2017,1,555.3,1900.79,396.98,117.09,-4.190000000000055,-4.190000000000055,13.079999999999998,15.759999999999991,-1.6499999999999773,-0.3203363914373131,559.49,560.0,0.49999999999999994,0.8660254037844387
2017-02-01,2017,2,554.58,1890.13,400.54,126.28,-0.7199999999999136,-0.7199999999999136,9.189999999999998,-10.659999999999854,3.5600000000000023,-0.07834602829161194,555.3,559.49,0.8660254037844386,0.5000000000000001
2017-03-01,2017,3,558.71,1880.12,402.47,122.21,4.1299999999999955,4.1299999999999955,-4.070000000000007,-10.010000000000218,1.9300000000000068,-1.0147420147420119,554.58,555.3,1.0,6.123233995736766e-17
2017-04-01,2017,4,559.68,1865.37,400.62,109.47,0.9699999999999136,0.9699999999999136,-12.739999999999995,-14.75,-1.8500000000000227,-0.07613814756671225,558.71,554.58,0.8660254037844387,-0.4999999999999998
